Name,Total,Ticket_Value,Price,Maturity,Rate,Payment_Date,Place,Institution,Payment_Method,Issuing_Method,Type
2012年记账式附息(十九期)国债,260.1000,100.00,100.00,1,2.94,10.18,银行间,财政部,年付,荷兰式招标,固定
2012年记账式附息(二十期)国债,260.0000,100.00,100.00,50,4.35,11.15,银行间,财政部,半年付,荷兰式招标,固定
2012年记账式附息(二十一期)国债,290.1000,100.00,100.00,10,3.55,12.13,银行间,财政部,半年付,荷兰式招标,固定
2012年上海市政府债券(一期),44.5000,100.00,100.00,5,3.25,8.24,银行间,上海市政府,年付,荷兰式招标,固定
2012年上海市政府债券(二期),44.5000,100.00,100.00,7,3.39,8.24,银行间,上海市政府,年付,荷兰式招标,固定
2012年浙江省政府债券(一期),43.5000,100.00,100.00,5,3.3,9.24,银行间,财政部,年付,荷兰式招标,固定
2012年浙江省政府债券(二期),43.5000,100.00,100.00,7,3.47,9.24,银行间,财政部,年付,荷兰式招标,固定
2012年广东省政府债券(一期),43.0000,100.00,100.00,5,3.21,9.7,银行间,财政部,年付,荷兰式招标,固定
2012年广东省政府债券(二期),43.0000,100.00,100.00,7,3.4,9.7,银行间,财政部,年付,荷兰式招标,固定
深圳市2012年政府债券(一期),13.5000,100.00,100.00,5,3.22,10.15,银行间,财政部,年付,荷兰式招标,固定
深圳市2012年政府债券(二期),13.5000,100.00,100.00,7,3.43,10.15,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(二期),210.0000,100.00,100.00,5,3.07,7.2,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(三期),239.0000,100.00,100.00,3,2.75,7.10,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(四期),239.0000,100.00,100.00,5,3.02,7.17,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(五期),231.0000,100.00,100.00,3,2.74,7.24,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(六期),233.0000,100.00,100.00,5,3.13,7.31,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(七期),216.0000,100.00,100.00,3,2.98,8.13,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(八期),221.0000,100.00,100.00,5,3.38,8.20,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(九期),206.0000,100.00,100.00,3,3.47,9.17,银行间,财政部,年付,荷兰式招标,固定
2012年地方政府债券(十期),210.0000,100.00,100.00,5,3.58,9.17,银行间,财政部,年付,荷兰式招标,固定
2012年记账式贴现(一期)国债,150.0000,100.00,97.91,0.75,0,4.16,银行间,财政部,贴现,荷兰式招标,贴现
2012年记账式贴现(二期)国债,150.0000,100.00,97.95,0.75,0,5.7,银行间,财政部,年付,荷兰式招标,固定
2012年记账式贴现(三期)国债,150.0000,100.00,98.34,0.75,0,6.18,银行间,财政部,贴现,荷兰式招标,贴现
2012年记账式贴现(四期)国债,150.0000,100.00,98.90,0.5,0,7.16,银行间,财政部,贴现,美国式招标,贴现
2012年记账式贴现(五期)国债,150.0000,100.00,98.83,0.5,0,7.30,银行间,财政部,贴现,荷兰式招标,贴现
2012年记账式贴现(六期)国债,150.0000,100.00,100.00,0.5,0,8.6,银行间,财政部,贴现,荷兰式招标,贴现
2012年记账式贴现(七期)国债,150.0000,100.00,100.00,0.25,0,10.22,银行间,财政部,贴现,荷兰式招标,贴现
2012年记账式贴现(八期)国债,150.0000,100.00,99.24,0.25,0,2.4,银行间,财政部,贴现,美国式招标,贴现
2009年安徽省政府债券(一期),40.0000,100.00,100.00,3,1.6,4.1,沪市,安徽省政府,年付,荷兰式招标,固定
2013年记账式附息(二期)国债,300.0000,100.00,100.00,1,2.81,1.17,银行间,财政部,年付,荷兰式招标,固定
2013年记账式附息(三期)国债,300.0000,100.00,100.00,7,3.42,1.24,银行间,财政部,年付,荷兰式招标,固定
2013年记账式附息(四期)国债,260.0000,100.00,100.00,3,3.1,1.31,银行间,财政部,年付,荷兰式招标,固定
2013年记账式附息(五期)国债,260.0000,100.00,100.00,10,3.52,2.21,银行间,财政部,年付,荷兰式招标,固定
2013年记账式附息(六期)国债,260.0000,100.00,100.00,2,2.92,4.7,银行间,财政部,年付,荷兰式招标,固定
2013年记账式附息(七期)国债,300.0000,100.00,100.00,1,2.62,4.11,银行间,财政部,年付,荷兰式招标,固定
2013年记账式附息(八期)国债,303.2000,100.00,100.00,7,3.29,4.18,银行间,财政部,年付,荷兰式招标,固定
2009年吉林省政府债券(一期),30.0000,100.00,100.00,3,1.82,4.23,沪市,吉林省政府,年付,荷兰式招标,固定
2009年青岛市政府债券,11.0000,100.00,100.00,3,1.82,4.23,沪市,青岛市政府,年付,荷兰式招标,固定
2013年记账式附息(十一期)国债,300.0000,100.00,100.00,10,3.38,5.23,银行间,财政部,年付,荷兰式招标,固定
2009年青海省政府债券,29.0000,100.00,100.00,3,1.82,4.23,沪市,青海省政府,年付,荷兰式招标,固定
2009年河北省政府债券(一期),40.0000,100.00,100.00,3,1.8,4.30,沪市,河北省政府,年付,荷兰式招标,固定
2009年内蒙古自治区政府债券(一期),30.0000,100.00,100.00,3,1.8,4.30,沪市,内蒙古自治区政府,年付,荷兰式招标,固定
2013年记账式附息(十五期)国债,300.0000,100.00,100.00,7,3.46,7.11,银行间,财政部,年付,荷兰式招标,固定
2009年黑龙江省政府债券(一期),30.0000,100.00,100.00,3,1.77,5.11,沪市,黑龙江省政府,年付,荷兰式招标,固定
2009年云南省政府债券,84.0000,100.00,100.00,3,1.77,5.11,沪市,云南省政府,年付,荷兰式招标,固定
2013年记账式附息(十八期)国债,317.3000,100.00,100.00,10,4.08,8.22,银行间,财政部,半年付,荷兰式招标,固定
2009年大连市政府债券,10.0000,100.00,100.00,3,1.71,5.14,沪市,大连市政府,年付,荷兰式招标,固定
2009年四川省政府债券(二期),90.0000,100.00,100.00,3,1.71,5.14,沪市,四川省政府债,年付,荷兰式招标,固定
2013年记账式附息(二十一期)国债,240.0000,100.00,100.00,2,3.77,10.21,银行间,财政部,年付,荷兰式招标,固定
2009年广西壮族自治区政府债券(一期),35.0000,100.00,100.00,3,1.67,5.25,沪市,广西壮族自治区政府,年付,荷兰式招标,固定
2013年记账式附息(二十三期)国债,290.0000,100.00,100.00,5,4.13,11.07,银行间,财政部,年付,荷兰式招标,固定
2009年上海市政府债券(一期),40.0000,100.00,100.00,3,1.67,5.25,沪市,上海市政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(五期),2.4000,100.00,100.00,3,2.88,08.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年上海市政府专项债券(二期),47.0000,100.00,100.00,10,3.47,08.07,银行间,上海市政府,半年付,荷兰式招标,固定
2013年上海市政府债券(一期),56.0000,100.00,100.00,5,3.94,9.9,银行间,财政部,年付,荷兰式招标,固定
2013年上海市政府债券(二期),56.0000,100.00,100.00,7,4.01,9.9,银行间,财政部,年付,荷兰式招标,固定
2013年江苏省政府债券(一期),76.5000,100.00,100.00,5,3.88,10.11,银行间,江苏省政府,年付,荷兰式招标,固定
2013年江苏省政府债券(二期),76.5000,100.00,100.00,7,4,10.11,银行间,江苏省政府,年付,荷兰式招标,固定
2013年浙江省政府债券(一期),59.0000,100.00,100.00,5,3.96,10.28,银行间,浙江省政府,年付,荷兰式招标,固定
2013年浙江省政府债券(二期),59.0000,100.00,100.00,7,4.17,10.28,银行间,浙江省政府,年付,荷兰式招标,固定
2013年山东省政府债券(一期),56.0000,100.00,100.00,5,3.94,8.26,银行间,山东省政府,年付,荷兰式招标,固定
2013年山东省政府债券(二期),56.0000,100.00,100.00,7,4,8.26,银行间,山东省政府,年付,荷兰式招标,固定
2013年广东省政府债券(一期),60.5000,100.00,100.00,5,4,9.17,银行间,广东省政府,年付,荷兰式招标,固定
2013年广东省政府债券(二期),60.5000,100.00,100.00,7,4.1,9.17,银行间,广东省政府,年付,荷兰式招标,固定
2013年深圳市政府债券(一期),18.0000,100.00,100.00,5,4.11,11.11,银行间,深圳市财政委员会,年付,荷兰式招标,固定
2013年深圳市政府债券(二期),18.0000,100.00,100.00,7,4.18,11.11,银行间,深圳市财政委员会,年付,荷兰式招标,固定
2013年地方政府债券(一期),210.0000,100.00,100.00,3,3.53,6.17,银行间,财政部,年付,荷兰式招标,固定
2013年地方政府债券(二期),212.0000,100.00,100.00,5,3.66,6.17,银行间,财政部,年付,荷兰式招标,固定
2013年地方政府债券(三期),242.0000,100.00,100.00,3,3.79,7.1,银行间,财政部,年付,荷兰式招标,固定
2013年地方政府债券(四期),243.0000,100.00,100.00,5,3.82,7.15,银行间,财政部,年付,荷兰式招标,固定
2013年地方政府债券(五期),236.0000,100.00,100.00,3,3.92,7.29,银行间,财政部,年付,荷兰式招标,固定
2013年地方政府债券(六期),238.0000,100.00,100.00,5,3.87,8.5,银行间,财政部,年付,荷兰式招标,固定
2013年地方政府债券(七期),253.0000,100.00,100.00,3,4.29,8.20,银行间,中国人民银行,年付,荷兰式招标,固定
2013年地方政府债券(八期),255.0000,100.00,100.00,5,4.43,8.20,银行间,中国人民银行,年付,荷兰式招标,固定
2013年地方政府债券(九期),260.0000,100.00,100.00,3,4.34,9.3,银行间,中国人民银行,年付,荷兰式招标,固定
2013年地方政府债券(十期),262.0000,100.00,100.00,5,4.45,9.10,银行间,财政部,年付,荷兰式招标,固定
2013年地方政府债券(十一期),216.0000,100.00,100.00,3,4.25,10.15,银行间,财政部,年付,荷兰式招标,固定
2013年地方政府债券(十二期),221.0000,100.00,100.00,5,4.33,10.22,银行间,财政部`,年付,荷兰式招标,固定
2013年记账式贴现(一期)国债,150.0000,100.00,100.00,1,0,1.13,银行间,财政部,年付,荷兰式招标,贴现
2013年记账式贴现(二期)国债,150.0000,100.00,100.00,1,0,1.20,银行间,财政部,年付,荷兰式招标,贴现
2013年记账式贴现(三期)国债,150.0000,100.00,100.00,1,0,2.10,银行间,财政部,年付,荷兰式招标,贴现
2013年记账式贴现(四期)国债,95.3000,100.00,97.28,1,0,3.17,银行间,财政部,年付,荷兰式招标,贴现
2013年记账式贴现(五期)国债,150.0000,100.00,98.11,0.5,0,8.19,银行间,财政部,贴现,荷兰式招标,贴现
2013年记账式贴现(六期)国债,150.0000,100.00,100.00,0.5,0,9.9,银行间,财政部,贴现,荷兰式招标,贴现
2013年记账式贴现(七期)国债,150.0000,100.00,99.08,0.25,,10.14,银行间,财政部,贴现,荷兰式招标,贴现
2013年记账式贴现(八期)国债,150.0000,100.00,98.83,0.25,0,12.16,银行间,财政部,贴现,荷兰式招标,贴现
2014年记账式附息(一期)国债,100.0000,100.00,100.00,5,4.47,01.07,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(二期)国债,100.0000,100.00,100.00,1,4.04,01.09,银行间,财政部,年付,荷兰式招标,固定
2016年青海省政府专项债券(四期),5.0000,100.00,100.00,10,3.24,05.30,沪市,青海省政府,半年付,荷兰式招标,固定
2016年内蒙古自治区政府一般债券(五期),24.7471,100.00,100.00,3,2.86,05.31,沪市,内蒙古自治区政府,年付,荷兰式招标,固定
2014年记账式附息(五期)国债,280.0000,100.00,100.00,10,4.42,3.20,银行间,财政部,半年付,荷兰式招标,固定
2016年内蒙古自治区政府一般债券(七期),74.2100,100.00,100.00,7,3.31,05.31,沪市,内蒙古自治区政府,年付,荷兰式招标,固定
2016年内蒙古自治区政府一般债券(八期),74.2100,100.00,100.00,10,3.29,05.31,沪市,内蒙古自治区政府,半年付,荷兰式招标,固定
2014年记账式附息(八期)国债,290.0000,100.00,100.00,5,4.04,04.24,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(九期)国债,260.0000,100.00,100.00,20,4.77,04.28,银行间,财政部,半年付,荷兰式招标,固定
2014年记账式附息(十期)国债,260.0000,100.00,100.00,50,4.67,05.26,银行间,财政部,半年付,荷兰式招标,固定
2014年记账式附息(十一期)国债,258.5000,100.00,100.00,1,3.32,06.12,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(十二期)国债,280.1000,100.00,100.00,10,4,06.19,银行间,财政部,半年付,荷兰式招标,固定
2014年记账式附息(十三期)国债,280.0000,100.00,100.00,7,4.02,07.03,银行间,财政部,年付,荷兰式招标,固定
2016年河南省政府专项债券(三期),78.9000,100.00,100.00,7,3.26,5.31,沪市,河南省政府,年付,荷兰式招标,固定
2014年记账式附息(十五期)国债,233.9000,100.00,100.00,2,3.99,07.21,银行间,财政部,年付,荷兰式招标,固定
2016年天津市政府一般债券(三期),49.2800,100.00,100.00,3,2.67,06.01,沪市,天津市政府,年付,荷兰式招标,固定
2016年天津市政府一般债券(五期),137.6100,100.00,100.00,7,3.1,06.01,沪市,2016年天津市政府一般债券(五期),年付,荷兰式招标,固定
2014年记账式附息(十九期)国债,260.0000,100.00,100.00,2,3.89,08.18,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(二十期)国债,280.0000,100.00,100.00,3,4,09.11,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(二十一期)国债,280.5000,100.00,100.00,10,4.13,09.18,银行间,财政部,半年付,荷兰式招标,固定
2014年记账式附息(二十二期)国债,224.5000,100.00,100.00,1,3.71,9.22,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(二十三期)国债,235.3000,100.00,100.00,1,3.5,10.20,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(二十四期)国债,281.8000,100.00,100.00,7,3.7,10.23,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(二十五期)国债,260.0000,100.00,100.00,30,4.3,10.27,银行间,财政部,半年付,荷兰式招标,固定
2014年记账式附息(二十六期)国债,280.4000,100.00,100.00,5,3.53,10.30,银行间,财政部,年付,荷兰式招标,固定
2014年记账式附息(二十七期)国债,260.0000,100.00,100.00,50,4.24,11.24,银行间,财政部,半年付,荷兰式招标,固定
2016年河北省政府专项债券(六期),59.4200,100.00,100.00,5,2.9,6.2,沪市,河北省政府,年付,荷兰式招标,固定
2016年河北省政府专项债券(七期),43.0000,100.00,100.00,7,3.18,6.2,沪市,河北省政府,年付,荷兰式招标,固定
2016年贵州省政府一般债券(五期),80.0000,100.00,100.00,3,2.81,6.3,沪市,贵州省政府,年付,荷兰式招标,固定
2014年北京市政府债券(一期),42.0000,100.00,100.00,5,4,08.22,银行间,财政部,年付,荷兰式招标,固定
2014年北京市政府债券(二期),31.5000,100.00,100.00,,4.18,08.22,银行间,财政部,年付,荷兰式招标,固定
2014年北京市政府债券(三期),31.5000,100.00,100.00,10,4.24,08.22,银行间,财政部,半年付,荷兰式招标,固定
2014年上海市政府债券(二期),37.8000,100.00,100.00,7,4.22,09.12,银行间,财政部,年付,荷兰式招标,固定
2014年上海市政府债券(三期),37.8000,100.00,100.00,10,4.33,09.12,银行间,财政部,年付,荷兰式招标,固定
2014年江苏省政府债券(一期),69.6000,100.00,100.00,5,4.06,07.25,银行间,财政部,年付,荷兰式招标,固定
2014年江苏省政府债券(二期),52.2000,100.00,100.00,7,4.21,07.25,银行间,财政部,年付,荷兰式招标,固定
2014年江苏省政府债券(三期),52.2000,100.00,100.00,10,4.29,07.25,银行间,财政部,半年付,荷兰式招标,固定
2014年浙江省政府债券(一期),54.8000,100.00,100.00,5,3.96,08.20,银行间,财政部,年付,荷兰式招标,固定
2014年浙江省政府债券(二期),41.1000,100.00,100.00,7,4.17,08.20,银行间,财政部,年付,荷兰式招标,固定
2014年浙江省政府债券(三期),41.1000,100.00,100.00,10,4.23,08.20,银行间,财政部,半年付,荷兰式招标,固定
2014年江西省地方政府债券(一期),57.2000,100.00,100.00,5,4.01,08.06,银行间,财政部,年付,荷兰式招标,固定
2014年江西省地方政府债券(二期),42.9000,100.00,100.00,7,4.18,08.06,银行间,财政部,年付,荷兰式招标,固定
2014年江西省地方政府债券(三期),42.9000,100.00,100.00,10,4.27,08.06,银行间,财政部,半年付,荷兰式招标,固定
2014年山东省政府债券(一期),54.8000,100.00,100.00,5,3.75,07.14,银行间,财政部,年付,荷兰式招标,固定
2014年山东省政府债券(二期),41.1000,100.00,100.00,7,3.88,07.14,银行间,财政部,年付,荷兰式招标,固定
2014年山东省政府债券(三期),41.1000,100.00,100.00,10,3.93,07.14,银行间,财政部,半年付,荷兰式招标,固定
2014年青岛市政府债券(一期),10.0000,100.00,100.00,5,3.96,08.19,银行间,财政部,年付,荷兰式招标,固定
2014年青岛市政府债券(二期),7.5000,100.00,100.00,7,4.18,08.19,银行间,财政部,年付,荷兰式招标,固定
2014年青岛市政府债券(三期),7.5000,100.00,100.00,10,4.25,08.19,银行间,财政部,半年付,荷兰式招标,固定
2014年广东省政府债券(一期),59.2000,100.00,100.00,5,3.84,06.24,银行间,财政部,年付,荷兰式招标,固定
2014年广东省政府债券(二期),44.4000,100.00,100.00,7,3.97,06.24,银行间,财政部,年付,荷兰式招标,固定
2014年广东省政府债券(三期),44.4000,100.00,100.00,10,4.05,06.24,银行间,财政部,半年付,荷兰式招标,固定
深圳市2014年政府债券(一期),16.8000,100.00,100.00,5,3.63,10.24,银行间,财政部,年付,荷兰式招标,固定
深圳市2014年政府债券(二期),12.6000,100.00,100.00,7,3.79,10.24,银行间,财政部,年付,荷兰式招标,固定
深圳市2014年政府债券(三期),12.6000,100.00,100.00,10,3.81,10.24,银行间,财政部,年付,荷兰式招标,固定
2014年宁夏回族自治区政府债券(一期),22.0000,100.00,100.00,5,3.98,08.12,银行间,财政部,年付,荷兰式招标,固定
2014年宁夏回族自治区政府债券(二期),16.5000,100.00,100.00,7,4.17,08.12,银行间,财政部,年付,荷兰式招标,固定
2014年宁夏回族自治区政府债券(三期),16.5000,100.00,100.00,10,4.26,08.12,银行间,财政部,半年付,荷兰式招标,固定
2014年地方政府债券(一期),258.0000,100.00,100.00,3,4,06.16,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(二期),258.0000,100.00,100.00,5,3.99,06.16,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(三期),183.0000,100.00,100.00,7,4.1,06.23,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(四期),260.0000,100.00,100.00,3,4.01,06.30,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(五期),261.0000,100.00,100.00,5,4.12,06.30,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(六期),234.0000,100.00,100.00,3,4.15,07.15,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(七期),234.0000,100.00,100.00,5,4.28,07.15,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(八期),198.0000,100.00,100.00,7,4.5,07.21,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(九期),242.0000,100.00,100.00,3,4.1,08.18,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(十期),247.0000,100.00,100.00,5,4.16,08.18,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(十一期),163.0000,100.00,100.00,3,4.14,09.16,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(十二期),163.0000,100.00,100.00,5,4.15,09.16,银行间,财政部,年付,荷兰式招标,固定
2014年地方政府债券(十三期),207.0000,100.00,100.00,7,4.12,9.25,银行间,财政部,年付,荷兰式招标,固定
2014年记账式贴现(一期)国债,150.0000,100.00,97.43,0.75,,04.21,银行间,财政部,贴现,荷兰式招标,贴现
2014年记账式贴现(二期)国债,150.0000,100.00,97.47,0.75,,05.12,银行间,财政部,贴现,荷兰式招标,贴现
2014年记账式贴现(三期)国债,150.0000,100.00,98.12,0.5,,07.28,银行间,财政部,贴现,荷兰式招标,贴现
2014年记账式贴现(四期)国债,150.0000,100.00,98.09,0.4986,,08.25,银行间,财政部,贴现,荷兰式招标,贴现
2014年记账式贴现(五期)国债,150.0000,100.00,98.10,0.4986,,09.15,银行间,财政部,贴现,荷兰式招标,贴现
2014年记账式贴现(六期)国债,150.0000,100.00,99.12,0.249,0,10.11,银行间,财政部,贴现,荷兰式招标,贴现
2014年记账式贴现(七期)国债,150.0000,100.00,99.16,0.25,,10.28,银行间,财政部,贴现,荷兰式招标,贴现
2014年记账式贴现(八期)国债,150.0000,100.00,99.18,0.25,,12.15,银行间,财政部,贴现,荷兰式招标,贴现
2015年记账式附息(一期)国债,200.0000,100.00,100.00,1,3.14,01.15,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(二期)国债,200.0000,100.00,100.00,7,3.36,01.22,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(三期)国债,200.0000,100.00,100.00,5,3.31,02.05,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(四期)国债,200.0000,100.00,100.00,3,3.22,03.26,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息（五期）国债,300.0000,100.00,100.00,10,3.64,04.09,银行间,财政部,半年付,荷兰式招标,固定
2015年记账式附息(六期)国债,220.0000,220.00,220.00,1,3.13,04.13,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(七期)国债,300.0000,100.00,100.00,7,3.54,04.16,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(八期)国债,260.0000,100.00,100.00,20,4.09,04.27,银行间,财政部,半年付,荷兰式招标,固定
2015年记账式附息(九期)国债,220.0000,100.00,100.00,1,2.66,5.11,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(十期)国债,260.0000,100.00,100.00,50,3.99,05.25,银行间,财政部,半年付,荷兰式招标,固定
2015年记账式附息(十一期)国债,301.2000,100.00,100.00,5,3.1,05.28,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(十二期)国债,300.5000,100.00,100.00,3,2.73,06.11,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(十三期)国债,251.6000,100.00,100.00,2,2.44,06.25,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(十四期)国债,300.0000,100.00,100.00,7,3.3,07.09,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(十五期)国债,221.0000,100.00,100.00,1,2.4,07.13,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(十六期)国债,300.0000,300.00,300.00,10,3.51,07.16,银行间,财政部,半年付,荷兰式招标,固定
2015年记账式附息(十七期)国债,260.0000,100.00,100.00,30,3.94,07.27,银行间,财政部,半年付,荷兰式招标,固定
2015年记账式附息(十八期)国债,220.0000,100.00,100.00,1,2.16,08.10,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(十九期)国债,300.0000,100.00,100.00,5,3.14,09.08,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(二十期)国债,260.0000,100.00,100.00,1,2.31,9.21,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(二十一期)国债,260.0000,260.00,260.00,20,3.74,9.22,银行间,财政部,半年付,荷兰式招标,固定
2015年记账式附息(二十二期)国债,300.0000,100.00,100.00,3,2.92,9.24,银行间,财政部,年付,荷兰式招标,固定
2015年记账式附息(二十三期)国债,280.0000,100.00,100.00,10,2.99,10.15,银行间,财政部,半年付,荷兰式招标,固定
2015年北京市政府一般债券(一期),28.0000,100.00,100.00,3,2.88,07.08,银行间,北京市政府,年付,荷兰式招标,固定
2015年北京市政府一般债券(二期),84.0000,100.00,100.00,5,3.17,07.08,银行间,北京市政府,年付,荷兰式招标,固定
2015年北京市政府一般债券(三期),84.0000,100.00,100.00,7,3.52,07.08,银行间,北京市政府,年付,荷兰式招标,固定
2015年北京市政府一般债券(四期),84.0000,100.00,100.00,10,3.58,07.08,银行间,北京市政府,年付,荷兰式招标,固定
2015年北京市政府专项债券(一期),15.6000,100.00,100.00,3,3.02,08.26,银行间,北京市政府,年付,荷兰式招标,固定
2015年北京市政府专项债券(二期),36.4000,100.00,100.00,5,3.36,08.26,银行间,北京市政府,年付,荷兰式招标,固定
2015年北京市政府专项债券(三期),15.6000,100.00,100.00,7,3.61,08.26,银行间,北京市政府,年付,荷兰式招标,固定
2015年北京市政府专项债券(四期),23.4000,100.00,100.00,10,3.6,08.26,银行间,北京市政府,半年付,荷兰式招标,固定
2015年天津市政府一般债券(一期),15.0000,100.00,100.00,3,2.89,06.09,银行间,天津市政府,年付,荷兰式招标,固定
2015年天津市政府一般债券(二期),39.0000,100.00,100.00,5,3.28,06.09,银行间,天津市政府,年付,荷兰式招标,固定
2015年天津市政府一般债券(三期),39.0000,100.00,100.00,7,3.56,06.09,银行间,天津市政府,年付,美国式招标,固定
2015年天津市政府一般债券(四期),39.0000,100.00,100.00,10,3.6,06.09,银行间,天津市政府,半年付,荷兰式招标,固定
2015年天津市政府一般债券(五期),8.1900,100.00,100.00,3,3.04,08.19,银行间,天津市政府,年付,荷兰式招标,固定
2015年天津市政府一般债券(六期),23.0000,100.00,100.00,5,3.36,08.19,银行间,天津市政府,年付,荷兰式招标,固定
2015年天津市政府一般债券(七期),23.0000,100.00,100.00,7,3.6,08.19,银行间,天津市政府,年付,荷兰式招标,固定
2015年天津市政府一般债券(八期),23.0000,100.00,100.00,10,3.62,08.19,银行间,天津市政府,半年付,荷兰式招标,固定
2015年天津市政府专项债券(一期),45.4100,100.00,100.00,5,3.36,08.19,银行间,天津市政府,年付,荷兰式招标,固定
2015年天津市政府专项债券(二期),5.0000,100.00,100.00,7,3.6,08.19,银行间,天津市政府,年付,荷兰式招标,固定
2015年天津市政府专项债券(三期),36.0000,100.00,100.00,10,3.62,08.19,银行间,天津市政府,半年付,荷兰式招标,固定
2015年河北省政府一般债券(一期),94.0000,100.00,100.00,3,2.87,06.11,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府一般债券(二期),141.0000,100.00,100.00,5,3.25,06.11,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府一般债券(三期),141.0000,100.00,100.00,7,3.53,06.11,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府一般债券(四期),94.0000,100.00,100.00,10,3.58,06.11,银行间,河北省政府,半年付,荷兰式招标,固定
2015年河北省政府专项债券(一期),4.8000,100.00,100.00,3,2.87,06.12,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府专项债券(二期),4.8000,100.00,100.00,5,3.25,06.12,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府专项债券(三期),6.4000,100.00,100.00,7,3.52,06.12,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府一般债券(五期),140.0000,100.00,100.00,3,3.18,9.18,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府一般债券(六期),140.0000,100.00,100.00,5,3.37,09.18,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府一般债券(七期),140.0000,100.00,100.00,7,3.54,09.18,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府一般债券(八期),49.4500,100.00,100.00,10,3.53,09.18,银行间,河北省政府,半年付,荷兰式招标,固定
2015年河北省政府专项债券(四期),47.0000,100.00,100.00,3,3.17,9.21,银行间,河北省政府,年付,荷兰式招标,固定
2015年河北省政府专项债券(五期),47.7400,100.00,100.00,5,3.37,9.21,银行间,河北省政府,年付,荷兰式招标,固定
2015年山西省政府一般债券(一期),23.0000,100.00,100.00,3,2.87,06.15,银行间,山西省政府,年付,荷兰式招标,固定
2015年山西省政府一般债券(二期),48.0000,100.00,100.00,5,3.25,06.15,银行间,山西省政府,年付,荷兰式招标,固定
2015年山西省政府一般债券(三期),48.0000,100.00,100.00,7,3.52,06.15,银行间,山西省政府,年付,荷兰式招标,固定
2015年山西省政府一般债券(四期),48.0000,100.00,100.00,10,3.58,06.15,银行间,山西省政府,半年付,荷兰式招标,固定
2015年内蒙古自治区政府一般债券(一期),44.0000,100.00,100.00,3,2.88,07.06,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
2015年内蒙古自治区政府一般债券(二期),88.0000,100.00,100.00,5,3.2,07.06,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
