Name,Total,Price,Maturity,Rate,Payment_Date,Place,Institution,Payment_Method,Issuing_Method,Type,Year,Payment_Interval,isGov,Real_Interest,Inflation,Duration
2010年记账式贴现(十八期)国债,100.0,97.93,0.75,0.0,12.13,银行间,财政部,贴现,荷兰式招标,贴现,2010,0.75,1,2.82822219649681,3.3,0.75
2010年记账式贴现(十九期)国债,167.6,99.11,0.25,0.0,12.27,银行间,财政部,贴现,美国式招标,贴现,2010,0.25,1,3.6406422147200246,3.3,0.25
2011年记账式附息(一期)国债,300.0,100.0,1.0,2.81,1.13,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,2.81,5.4,0.9999999999999999
2011年记账式附息(二期)国债,300.0,100.0,10.0,3.94,1.2,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,3.9788090000000054,5.4,8.376641110235312
2011年记账式附息(三期)国债,300.0,100.0,7.0,3.83,1.27,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.83,5.4,6.271273445746658
2011年记账式附息(四期)国债,300.0,100.0,5.0,3.6,2.17,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.6,5.4,4.66437626821388
2011年记账式附息(五期)国债,280.0,100.0,30.0,4.31,2.24,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,4.356440249999993,5.4,17.20139635733269
2011年记账式附息(六期)国债,300.0,100.0,7.0,3.75,3.3,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.75,5.4,6.285071623411304
2011年记账式附息(七期)国债,280.0,100.0,3.0,3.22,3.1,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.22,5.4,2.9073866452750026
2011年记账式附息(八期)国债,300.0,100.0,10.0,3.83,3.17,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,3.8666722499999917,5.4,8.415954795746067
2011年记账式附息(九期)国债,300.0,100.0,1.0,2.8,3.24,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,2.8,5.4,1.0
2011年记账式附息(十期)国债,300.0,100.0,20.0,4.15,4.28,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,4.193056250000016,5.4,13.83137350321966
2011年记账式附息(十一期)国债,301.8,100.0,1.0,2.77,5.5,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,2.77,5.4,1.0
2011年记账式附息(十二期)国债,300.0,100.0,50.0,4.48,5.26,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,4.530175999999986,5.4,20.497687350569386
2011年记账式附息(十三期)国债,300.0,100.0,3.0,3.26,6.2,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.26,5.4,2.906284338393287
2011年记账式附息(十四期)国债,300.0,100.0,5.0,3.44,6.9,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.44,5.4,4.678316997084856
2011年记账式附息(十五期)国债,309.0,100.0,10.0,3.99,6.16,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,4.029800249999993,5.4,8.358872381087977
2011年记账式附息(十六期)国债,300.0,100.0,30.0,4.5,6.23,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,4.550624999999986,5.4,16.842447154717572
2011年记账式附息(十七期)国债,300.0,100.0,7.0,3.7,7.7,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.7,5.4,6.293723890203524
2011年记账式附息(十八期)国债,300.0,100.0,1.0,3.48,7.14,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.48,5.4,1.0
2011年记账式附息(十九期)国债,300.0,100.0,10.0,3.93,8.18,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,3.968612249999981,5.4,8.380202418642652
2011年记账式附息(二十期)国债,325.1,100.0,1.0,3.9,9.15,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.9,5.4,1.0000000000000002
2011年记账式附息(二十一期)国债,305.2,100.0,7.0,3.65,10.13,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.65,5.4,6.302398092236442
2011年记账式附息(二十二期)国债,293.0,100.0,5.0,3.55,10.2,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.55,5.4,4.668723573150746
2011年记账式附息(二十三期)国债,280.0,100.0,50.0,4.33,11.1,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,4.376872249999986,5.4,20.98577820452106
2011年记账式附息(二十四期)国债,280.5,100.0,10.0,3.57,11.17,银行间,财政部,半年付,荷兰式招标,固定,2011,0.5,1,3.6018622499999875,5.4,8.510109074368222
2011年记账式附息(二十五期)国债,280.0,100.0,3.0,2.82,12.8,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,2.82,5.4,2.918472504662431
2011年上海市政府债券(一期),36.0,100.0,3.0,3.1,11.16,银行间,上海市政府,年付,荷兰式招标,固定,2011,1.0,0,3.1,5.4,2.9107003925826076
2011年上海市政府债券(二期),35.0,100.0,5.0,3.3,11.16,银行间,上海市政府,年付,荷兰式招标,固定,2011,1.0,0,3.3,5.4,4.690585477443775
2011年浙江省政府债券(一期),33.0,100.0,3.0,3.01,11.22,银行间,浙江省政府,年付,荷兰式招标,固定,2011,1.0,0,3.01,5.4,2.9131924434204275
2011年浙江省政府债券(二期),34.0,100.0,5.0,3.24,11.22,银行间,浙江省政府,年付,荷兰式招标,固定,2011,1.0,0,3.24,5.4,4.6958636176384605
2011年广东省政府债券(一期),34.5,100.0,3.0,3.08,11.21,银行间,广东省政府,年付,荷兰式招标,固定,2011,1.0,0,3.08,5.4,2.911253681525582
2011年广东省政府债券(二期),34.5,100.0,5.0,3.29,11.21,银行间,广东省政府,年付,荷兰式招标,固定,2011,1.0,0,3.29,5.4,4.6914643228436
深圳市2011年政府债券(一期),11.0,100.0,3.0,3.03,11.28,银行间,深圳市政府,年付,荷兰式招标,固定,2011,1.0,0,3.03,5.4,2.912638153910312
深圳市2011年政府债券(二期),11.0,100.0,5.0,3.25,11.28,银行间,深圳市政府,年付,荷兰式招标,固定,2011,1.0,0,3.25,5.4,4.694983082403478
2011年地方政府债券(一期),254.0,100.0,5.0,3.84,7.12,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.84,5.4,4.643624505590418
2011年地方政府债券(二期),239.4,100.0,3.0,3.93,7.12,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.93,5.4,2.887988152399871
2011年地方政府债券(三期),226.6,100.0,3.0,4.07,8.2,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,4.07,5.4,2.8842045810556014
2011年地方政府债券(四期),220.0,100.0,5.0,4.12,8.9,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,4.12,5.4,4.619653028237267
2011年地方政府债券(五期),236.0,100.0,3.0,4.01,8.23,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,4.01,5.4,2.8858244541931244
2011年地方政府债券(六期),240.0,100.0,5.0,4.3,8.3,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,4.3,5.4,4.604377075295412
2011年地方政府债券(七期),176.0,100.0,3.0,3.67,10.18,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.67,5.4,2.8950508430873434
2011年地方政府债券(八期),179.0,100.0,5.0,3.7,10.25,银行间,财政部,年付,荷兰式招标,固定,2011,1.0,1,3.7,5.4,4.655706566084273
2011年记账式贴现(一期)国债,100.0,99.38,0.25,0.0,4.18,银行间,财政部,贴现,荷兰式招标,贴现,2011,0.25,1,2.518921879502445,5.4,0.25
2011年记账式贴现(二期)国债,96.3,98.59,0.5,0.0,5.16,银行间,财政部,贴现,荷兰式招标,贴现,2011,0.5,1,2.8807843910837683,5.4,0.5
2011年记账式贴现(三期)国债,117.6,98.21,0.5,0.0,7.11,银行间,财政部,贴现,荷兰式招标,贴现,2011,0.5,1,3.678469592986633,5.4,0.5
2011年记账式贴现(四期)国债,150.0,97.2,0.75,0.0,8.8,银行间,财政部,贴现,美国式招标,贴现,2011,0.75,1,3.8592016936522366,5.4,0.75
2011记账式贴现(五期)国债,150.0,98.1,0.5,0.0,9.19,银行间,财政部,贴现,美国式招标,贴现,2011,0.5,1,3.911110279822272,5.4,0.5
2012年记账式附息(一期)国债,280.0,100.0,1.0,2.78,1.12,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,2.78,2.6,0.9999999999999999
2012年记账式附息(二期)国债,280.0,100.0,1.0,2.87,2.8,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,2.87,2.6,1.0000000000000002
2012年记账式附息(三期)国债,280.0,100.0,5.0,3.14,2.16,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.14,2.6,4.704687614712836
2012年记账式附息(四期)国债,280.0,100.0,10.0,3.51,2.23,银行间,财政部,半年付,荷兰式招标,固定,2012,0.5,1,3.540800249999987,2.6,8.532085770882986
2012年记账式附息(五期)国债,280.0,100.0,7.0,3.41,3.8,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.41,2.6,6.344341844617097
2012年记账式附息(六期)国债,280.0,100.0,20.0,4.03,4.23,银行间,财政部,半年付,荷兰式招标,固定,2012,0.5,1,4.070602250000022,2.6,13.966198520109911
2012年记账式附息(七期)国债,300.0,100.0,3.0,2.91,4.26,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,2.91,2.6,2.91596819030124
2012年记账式附息(八期)国债,280.0,100.0,50.0,4.25,5.17,银行间,财政部,半年付,荷兰式招标,固定,2012,0.5,1,4.295156249999987,2.6,21.254153872123847
2012年记账式附息(九期)国债,344.4,100.0,10.0,3.36,5.24,银行间,财政部,半年付,荷兰式招标,固定,2012,0.5,1,3.388223999999984,2.6,8.587441305284132
2012年记账式附息(十期)国债,320.9,100.0,7.0,3.14,6.7,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.14,2.6,6.392144501242368
2012年记账式附息(十一期)国债,269.4,100.0,1.0,2.15,6.14,银行间,财政部,一次还本息,荷兰式招标,固定单利,2012,1.0,1,2.15,2.6,1.0
2012年记账式附息(十二期)国债,280.0,100.0,30.0,4.07,6.28,银行间,财政部,半年付,荷兰式招标,固定,2012,0.5,1,4.111412250000024,2.6,17.672589620106518
2012年记账式附息(十三期)国债,280.0,100.0,30.0,4.12,8.2,银行间,财政部,半年付,荷兰式招标,固定,2012,0.5,1,4.162435999999992,2.6,17.572741826993024
2012年记账式附息(十四期)国债,300.6,100.0,5.0,2.95,8.16,银行间,财政部,年付,多种价格（混合式）招标,固定,2012,1.0,1,2.95,2.6,4.721547076964205
2012年记账式附息(十五期)国债,300.0,100.0,10.0,3.39,8.23,银行间,财政部,半年付,多种价格（混合式）招标,固定,2012,0.5,1,3.4187302500000127,2.6,8.576322658686045
2012年记账式附息(十六期)国债,300.0,100.0,7.0,3.25,9.6,银行间,财政部,年付,多种价格（混合式）招标,固定,2012,1.0,1,3.25,2.6,6.372589938292167
2012年记账式附息(十七期)国债,300.0,100.0,3.0,3.1,9.13,银行间,财政部,年付,多种价格（混合式）招标,固定,2012,1.0,1,3.1,2.6,2.9107003925826076
2012年记账式附息(十八期)国债,280.0,100.0,20.0,4.1,9.27,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,4.1,2.6,14.023075799754437
2012年记账式附息(十九期)国债,260.1,100.0,1.0,2.94,10.18,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,2.94,2.6,0.9999999999999999
2012年记账式附息(二十期)国债,260.0,100.0,50.0,4.35,11.15,银行间,财政部,半年付,荷兰式招标,固定,2012,0.5,1,4.397306249999988,2.6,20.919572981020448
2012年记账式附息(二十一期)国债,290.1,100.0,10.0,3.55,12.13,银行间,财政部,半年付,荷兰式招标,固定,2012,0.5,1,3.5815062499999772,2.6,8.517424189033223
2012年上海市政府债券(一期),44.5,100.0,5.0,3.25,8.24,银行间,上海市政府,年付,荷兰式招标,固定,2012,1.0,0,3.25,2.6,4.694983082403478
2012年上海市政府债券(二期),44.5,100.0,7.0,3.39,8.24,银行间,上海市政府,年付,荷兰式招标,固定,2012,1.0,0,3.39,2.6,6.34786029155344
2012年浙江省政府债券(一期),43.5,100.0,5.0,3.3,9.24,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.3,2.6,4.690585477443775
2012年浙江省政府债券(二期),43.5,100.0,7.0,3.47,9.24,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.47,2.6,6.333807941355916
2012年广东省政府债券(一期),43.0,100.0,5.0,3.21,9.7,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.21,2.6,4.698507254910833
2012年广东省政府债券(二期),43.0,100.0,7.0,3.4,9.7,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.4,2.6,6.3461006207950845
深圳市2012年政府债券(一期),13.5,100.0,5.0,3.22,10.15,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.22,2.6,4.697625703720742
深圳市2012年政府债券(二期),13.5,100.0,7.0,3.43,10.15,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.43,2.6,6.340826973687516
2012年地方政府债券(二期),210.0,100.0,5.0,3.07,7.2,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.07,2.6,4.710884644264176
2012年地方政府债券(三期),239.0,100.0,3.0,2.75,7.1,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,2.75,2.6,2.9204243403721257
2012年地方政府债券(四期),239.0,100.0,5.0,3.02,7.17,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.02,2.6,4.715321332720735
2012年地方政府债券(五期),231.0,100.0,3.0,2.74,7.24,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,2.74,2.6,2.9207034629012054
2012年地方政府债券(六期),233.0,100.0,5.0,3.13,7.31,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.13,2.6,4.7055718826728015
2012年地方政府债券(七期),216.0,100.0,3.0,2.98,8.13,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,2.98,2.6,2.91402441464592
2012年地方政府债券(八期),221.0,100.0,5.0,3.38,8.2,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.38,2.6,4.683566848288869
2012年地方政府债券(九期),206.0,100.0,3.0,3.47,9.17,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.47,2.6,2.900515810657888
2012年地方政府债券(十期),210.0,100.0,5.0,3.58,9.17,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,3.58,2.6,4.666114191869426
2012年记账式贴现(一期)国债,150.0,97.91,0.75,0.0,4.16,银行间,财政部,贴现,荷兰式招标,贴现,2012,0.75,1,2.8562293385146376,2.6,0.75
2012年记账式贴现(二期)国债,150.0,97.95,0.75,0.0,5.7,银行间,财政部,年付,荷兰式招标,固定,2012,1.0,1,0.0,2.6,0.7656967840735068
2012年记账式贴现(三期)国债,150.0,98.34,0.75,0.0,6.18,银行间,财政部,贴现,荷兰式招标,贴现,2012,0.75,1,2.25700331549219,2.6,0.75
2012年记账式贴现(四期)国债,150.0,98.9,0.5,0.0,7.16,银行间,财政部,贴现,美国式招标,贴现,2012,0.5,1,2.2368398183864935,2.6,0.5
2012年记账式贴现(五期)国债,150.0,98.83,0.5,0.0,7.3,银行间,财政部,贴现,荷兰式招标,贴现,2012,0.5,1,2.381717148002882,2.6,0.5
2012年记账式贴现(六期)国债,150.0,100.0,0.5,0.0,8.6,银行间,财政部,贴现,荷兰式招标,贴现,2012,0.5,1,0.0,2.6,0.5
2012年记账式贴现(七期)国债,150.0,100.0,0.25,0.0,10.22,银行间,财政部,贴现,荷兰式招标,贴现,2012,0.25,1,0.0,2.6,0.25
2012年记账式贴现(八期)国债,150.0,99.24,0.25,0.0,2.4,银行间,财政部,贴现,美国式招标,贴现,2012,0.25,1,3.0986497723875184,2.6,0.25
2009年安徽省政府债券(一期),40.0,100.0,3.0,1.6,4.1,沪市,安徽省政府,年付,荷兰式招标,固定,2009,1.0,0,1.6,-0.7,2.953003906007812
2013年记账式附息(二期)国债,300.0,100.0,1.0,2.81,1.17,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,2.81,3.2,0.9999999999999999
2013年记账式附息(三期)国债,300.0,100.0,7.0,3.42,1.24,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.42,3.2,6.3425839624406875
2013年记账式附息(四期)国债,260.0,100.0,3.0,3.1,1.31,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.1,3.2,2.9107003925826076
2013年记账式附息(五期)国债,260.0,100.0,10.0,3.52,2.21,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.52,3.2,8.60067754675646
2013年记账式附息(六期)国债,260.0,100.0,2.0,2.92,4.7,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,2.92,3.2,1.9716284492809952
2013年记账式附息(七期)国债,300.0,100.0,1.0,2.62,4.11,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,2.62,3.2,1.0
2013年记账式附息(八期)国债,303.2,100.0,7.0,3.29,4.18,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.29,3.2,6.365506328709273
2009年吉林省政府债券(一期),30.0,100.0,3.0,1.82,4.23,沪市,吉林省政府,年付,荷兰式招标,固定,2009,1.0,0,1.82,-0.7,2.9466954617862195
2009年青岛市政府债券,11.0,100.0,3.0,1.82,4.23,沪市,青岛市政府,年付,荷兰式招标,固定,2009,1.0,0,1.82,-0.7,2.9466954617862195
2013年记账式附息(十一期)国债,300.0,100.0,10.0,3.38,5.23,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.38,3.2,8.649944698051137
2009年青海省政府债券,29.0,100.0,3.0,1.82,4.23,沪市,青海省政府,年付,荷兰式招标,固定,2009,1.0,0,1.82,-0.7,2.9466954617862195
2009年河北省政府债券(一期),40.0,100.0,3.0,1.8,4.3,沪市,河北省政府,年付,荷兰式招标,固定,2009,1.0,0,1.8,-0.7,2.94726745689572
2009年内蒙古自治区政府债券(一期),30.0,100.0,3.0,1.8,4.3,沪市,内蒙古自治区政府,年付,荷兰式招标,固定,2009,1.0,0,1.8,-0.7,2.94726745689572
2013年记账式附息(十五期)国债,300.0,100.0,7.0,3.46,7.11,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.46,3.2,6.3355613621906715
2009年黑龙江省政府债券(一期),30.0,100.0,3.0,1.77,5.11,沪市,黑龙江省政府,年付,荷兰式招标,固定,2009,1.0,0,1.77,-0.7,2.9481260108190748
2009年云南省政府债券,84.0,100.0,3.0,1.77,5.11,沪市,云南省政府,年付,荷兰式招标,固定,2009,1.0,0,1.77,-0.7,2.9481260108190748
2013年记账式附息(十八期)国债,317.3,100.0,10.0,4.08,8.22,银行间,财政部,半年付,荷兰式招标,固定,2013,0.5,1,4.1216159999999835,3.2,8.327046793597823
2009年大连市政府债券,10.0,100.0,3.0,1.71,5.14,沪市,大连市政府,年付,荷兰式招标,固定,2009,1.0,0,1.71,-0.7,2.9498451419281086
2009年四川省政府债券(二期),90.0,100.0,3.0,1.71,5.14,沪市,四川省政府债,年付,荷兰式招标,固定,2009,1.0,0,1.71,-0.7,2.9498451419281086
2013年记账式附息(二十一期)国债,240.0,100.0,2.0,3.77,10.21,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.77,3.2,1.9636696540425942
2009年广西壮族自治区政府债券(一期),35.0,100.0,3.0,1.67,5.25,沪市,广西壮族自治区政府,年付,荷兰式招标,固定,2009,1.0,0,1.67,-0.7,2.950992730440689
2013年记账式附息(二十三期)国债,290.0,100.0,5.0,4.13,11.07,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,4.13,3.2,4.618801620528576
2009年上海市政府债券(一期),40.0,100.0,3.0,1.67,5.25,沪市,上海市政府,年付,荷兰式招标,固定,2009,1.0,0,1.67,-0.7,2.950992730440689
2015年新疆维吾尔自治区政府专项债券(五期),2.4,100.0,3.0,2.88,8.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定,2015,1.0,0,2.88,3.0,2.91680231419111
2015年上海市政府专项债券(二期),47.0,100.0,10.0,3.47,8.07,银行间,上海市政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5001022499999923,3.0,8.54678927826325
2013年上海市政府债券(一期),56.0,100.0,5.0,3.94,9.9,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.94,3.2,4.635033895827324
2013年上海市政府债券(二期),56.0,100.0,7.0,4.01,9.9,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,4.01,3.2,6.240430712024153
2013年江苏省政府债券(一期),76.5,100.0,5.0,3.88,10.11,银行间,江苏省政府,年付,荷兰式招标,固定,2013,1.0,0,3.88,3.2,4.640184330226044
2013年江苏省政府债券(二期),76.5,100.0,7.0,4.0,10.11,银行间,江苏省政府,年付,荷兰式招标,固定,2013,1.0,0,4.0,3.2,6.242136856746351
2013年浙江省政府债券(一期),59.0,100.0,5.0,3.96,10.28,银行间,浙江省政府,年付,荷兰式招标,固定,2013,1.0,0,3.96,3.2,4.633319700072425
2013年浙江省政府债券(二期),59.0,100.0,7.0,4.17,10.28,银行间,浙江省政府,年付,荷兰式招标,固定,2013,1.0,0,4.17,3.2,6.21324899205358
2013年山东省政府债券(一期),56.0,100.0,5.0,3.94,8.26,银行间,山东省政府,年付,荷兰式招标,固定,2013,1.0,0,3.94,3.2,4.635033895827324
2013年山东省政府债券(二期),56.0,100.0,7.0,4.0,8.26,银行间,山东省政府,年付,荷兰式招标,固定,2013,1.0,0,4.0,3.2,6.242136856746351
2013年广东省政府债券(一期),60.5,100.0,5.0,4.0,9.17,银行间,广东省政府,年付,荷兰式招标,固定,2013,1.0,0,4.0,3.2,4.629895224256853
2013年广东省政府债券(二期),60.5,100.0,7.0,4.1,9.17,银行间,广东省政府,年付,荷兰式招标,固定,2013,1.0,0,4.1,3.2,6.22511404669905
2013年深圳市政府债券(一期),18.0,100.0,5.0,4.11,11.11,银行间,深圳市财政委员会,年付,荷兰式招标,固定,2013,1.0,0,4.11,3.2,4.620504759753927
2013年深圳市政府债券(二期),18.0,100.0,7.0,4.18,11.11,银行间,深圳市财政委员会,年付,荷兰式招标,固定,2013,1.0,0,4.18,3.2,6.2115573937706055
2013年地方政府债券(一期),210.0,100.0,3.0,3.53,6.17,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.53,3.2,2.8988733727619427
2013年地方政府债券(二期),212.0,100.0,5.0,3.66,6.17,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.66,3.2,4.659170469055922
2013年地方政府债券(三期),242.0,100.0,3.0,3.79,7.1,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.79,3.2,2.8917852953002203
2013年地方政府债券(四期),243.0,100.0,5.0,3.82,7.15,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.82,3.2,4.645346562956721
2013年地方政府债券(五期),236.0,100.0,3.0,3.92,7.29,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.92,3.2,2.8882589260051406
2013年地方政府债券(六期),238.0,100.0,5.0,3.87,8.5,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,3.87,3.2,4.641043882058483
2013年地方政府债券(七期),253.0,100.0,3.0,4.29,8.2,银行间,中国人民银行,年付,荷兰式招标,固定,2013,1.0,0,4.29,3.2,2.8782862251320727
2013年地方政府债券(八期),255.0,100.0,5.0,4.43,8.2,银行间,中国人民银行,年付,荷兰式招标,固定,2013,1.0,0,4.43,3.2,4.593409158930637
2013年地方政府债券(九期),260.0,100.0,3.0,4.34,9.3,银行间,中国人民银行,年付,荷兰式招标,固定,2013,1.0,0,4.34,3.2,2.8769457674184036
2013年地方政府债券(十期),262.0,100.0,5.0,4.45,9.1,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,4.45,3.2,4.591726578333211
2013年地方政府债券(十一期),216.0,100.0,3.0,4.25,10.15,银行间,财政部,年付,荷兰式招标,固定,2013,1.0,1,4.25,3.2,2.8793598214953215
2013年地方政府债券(十二期),221.0,100.0,5.0,4.33,10.22,银行间,财政部`,年付,荷兰式招标,固定,2013,1.0,0,4.33,3.2,4.601841216937796
2013年记账式贴现(一期)国债,150.0,100.0,1.0,0.0,1.13,银行间,财政部,年付,荷兰式招标,贴现,2013,1.0,1,0.0,3.2,1.0
2013年记账式贴现(二期)国债,150.0,100.0,1.0,0.0,1.2,银行间,财政部,年付,荷兰式招标,贴现,2013,1.0,1,0.0,3.2,1.0
2013年记账式贴现(三期)国债,150.0,100.0,1.0,0.0,2.1,银行间,财政部,年付,荷兰式招标,贴现,2013,1.0,1,0.0,3.2,1.0
2013年记账式贴现(四期)国债,95.3,97.28,1.0,0.0,3.17,银行间,财政部,年付,荷兰式招标,贴现,2013,1.0,1,0.0,3.2,1.0279605263157894
2013年记账式贴现(五期)国债,150.0,98.11,0.5,0.0,8.19,银行间,财政部,贴现,荷兰式招标,贴现,2013,0.5,1,3.8899287866744237,3.2,0.5
2013年记账式贴现(六期)国债,150.0,100.0,0.5,0.0,9.9,银行间,财政部,贴现,荷兰式招标,贴现,2013,0.5,1,0.0,3.2,0.5
2013年记账式贴现(七期)国债,150.0,99.08,0.25,,10.14,银行间,财政部,贴现,荷兰式招标,贴现,2013,0.25,1,3.766222824000476,3.2,0.25
2013年记账式贴现(八期)国债,150.0,98.83,0.25,0.0,12.16,银行间,财政部,贴现,荷兰式招标,贴现,2013,0.25,1,4.820160061736667,3.2,0.25
2014年记账式附息(一期)国债,100.0,100.0,5.0,4.47,1.07,银行间,财政部,年付,荷兰式招标,固定,2014,1.0,1,4.47,3.3,4.590045271763164
2014年记账式附息(二期)国债,100.0,100.0,1.0,4.04,1.09,银行间,财政部,年付,荷兰式招标,固定,2014,1.0,1,4.04,3.3,1.0
2016年青海省政府专项债券(四期),5.0,100.0,10.0,3.24,5.3,沪市,青海省政府,半年付,荷兰式招标,固定,2016,0.5,0,3.266243999999996,8.5,8.632155473856892
2016年内蒙古自治区政府一般债券(五期),24.7471,100.0,3.0,2.86,5.31,沪市,内蒙古自治区政府,年付,荷兰式招标,固定,2016,1.0,0,2.86,8.5,2.9173587563674257
2014年记账式附息(五期)国债,280.0,100.0,10.0,4.42,3.2,银行间,财政部,半年付,荷兰式招标,固定,2014,0.5,1,4.468841000000001,3.3,8.2086262689809
2016年内蒙古自治区政府一般债券(七期),74.21,100.0,7.0,3.31,5.31,沪市,内蒙古自治区政府,年付,荷兰式招标,固定,2016,1.0,0,3.31,8.5,6.361969932115087
2016年内蒙古自治区政府一般债券(八期),74.21,100.0,10.0,3.29,5.31,沪市,内蒙古自治区政府,半年付,荷兰式招标,固定,2016,0.5,0,3.3170602500000257,8.5,8.613477848461638
2014年记账式附息(八期)国债,290.0,100.0,5.0,4.04,4.24,银行间,财政部,年付,荷兰式招标,固定,2014,1.0,1,4.04,3.3,4.6264759606408035
2014年记账式附息(九期)国债,260.0,100.0,20.0,4.77,4.28,银行间,财政部,半年付,荷兰式招标,固定,2014,0.5,1,4.826882249999986,3.3,13.166590383221175
2014年记账式附息(十期)国债,260.0,100.0,50.0,4.67,5.26,银行间,财政部,半年付,荷兰式招标,固定,2014,0.5,1,4.724522249999996,3.3,19.906467399687475
2014年记账式附息(十一期)国债,258.5,100.0,1.0,3.32,6.12,银行间,财政部,年付,荷兰式招标,固定,2014,1.0,1,3.32,3.3,1.0
2014年记账式附息(十二期)国债,280.1,100.0,10.0,4.0,6.19,银行间,财政部,半年付,荷兰式招标,固定,2014,0.5,1,4.039999999999999,3.3,8.355326182491165
2014年记账式附息(十三期)国债,280.0,100.0,7.0,4.02,7.03,银行间,财政部,年付,荷兰式招标,固定,2014,1.0,1,4.02,3.3,6.238725427376791
